question_id,language,is_answered,tags,title,answer_count,creation_date,score,link,view_count,user_id,reputation,user_type,display_name
39764345,java,False,java|android|statusbar|transparent,Set transparent status bar has no effect,0,1475135198,0,http://stackoverflow.com/questions/39764345/set-transparent-status-bar-has-no-effect,11,1209216,541,registered,user1209216
39763062,java,False,java|imagemagick|exif|jmagick,Remove metadata from an image using jmagick,1,1475131010,0,http://stackoverflow.com/questions/39763062/remove-metadata-from-an-image-using-jmagick,7,1753395,81,registered,RSK
39763831,java,False,java|jsp|java-api,Populate values from Java Restful Service into JSP Page,1,1475133491,0,http://stackoverflow.com/questions/39763831/populate-values-from-java-restful-service-into-jsp-page,21,3441151,150,registered,user3441151
39763733,java,False,java|hadoop|hdfs,ServiceName is getting ignored while connecting to HA enabled HDFS from Java using RPC,0,1475133189,0,http://stackoverflow.com/questions/39763733/servicename-is-getting-ignored-while-connecting-to-ha-enabled-hdfs-from-java-usi,4,2995694,107,registered,kamalkishor1991
39763085,java,True,java|mongodb,Mongo DB + java query by date,2,1475131066,0,http://stackoverflow.com/questions/39763085/mongo-db-java-query-by-date,17,6474022,20,registered,Clara
39762405,java,False,java|date-format,Formatting a Date with optional parts,4,1475128436,-1,http://stackoverflow.com/questions/39762405/formatting-a-date-with-optional-parts,35,1504556,5100,registered,peterh
39764288,java,False,java|process|environment-variables|pid,How can i get a reference of a Process by processid(pid) in java program,0,1475134972,-4,http://stackoverflow.com/questions/39764288/how-can-i-get-a-reference-of-a-process-by-processidpid-in-java-program,14,2358185,1,registered,shaown
39763231,java,False,java|android|android-fragments|recyclerview,How to Show Dialog Fragment from ImageView onClick in RecycleView Adapter,1,1475131591,0,http://stackoverflow.com/questions/39763231/how-to-show-dialog-fragment-from-imageview-onclick-in-recycleview-adapter,22,5120266,15,registered,Irvan Dwi Pangga
39757615,java,False,java|jsf|primefaces|date-format|datetime-conversion,action or actionListener not fired when using pattern &quot;hh:mm a&quot; in Prime faces calendar p:calendar,2,1475096584,1,http://stackoverflow.com/questions/39757615/action-or-actionlistener-not-fired-when-using-pattern-hhmm-a-in-prime-faces-c,29,893446,66,registered,Mohammad Alkhateeb
39354993,java,False,java|sql-server|azure|tomcat|sql-azure,Azure SQL database and tomcat connection pooling connection already closed exception,0,1473183983,-3,http://stackoverflow.com/questions/39354993/azure-sql-database-and-tomcat-connection-pooling-connection-already-closed-excep,61,2183868,310,registered,AniketKulkarni
13322330,java,True,java|eclipse|keyboard-shortcuts,What is the eclipse shortcut for auto-generating a default and field constructor?,5,1352552999,33,http://stackoverflow.com/questions/13322330/what-is-the-eclipse-shortcut-for-auto-generating-a-default-and-field-constructor,19857,1248720,2762,registered,maximus
271526,java,True,java|nullpointerexception|null,Avoiding != null statements,50,1226046700,2675,http://stackoverflow.com/questions/271526/avoiding-null-statements,796204,34856,1854,registered,Goran Martinic
39746341,java,True,java|android|listview|recyclerview,how to pass Position wise object data one activity to another using recyclerview and display listview android,3,1475062631,0,http://stackoverflow.com/questions/39746341/how-to-pass-position-wise-object-data-one-activity-to-another-using-recyclerview,39,6829548,13,registered,Jaydeep Dhamecha
39764205,java,False,java|liferay|special-characters|non-ascii-characters,Ignore the special characters from the string,0,1475134720,0,http://stackoverflow.com/questions/39764205/ignore-the-special-characters-from-the-string,26,3454205,320,registered,Akash
39764064,java,False,java|simpledateformat,Why I am getting error in date using java?,0,1475134268,-3,http://stackoverflow.com/questions/39764064/why-i-am-getting-error-in-date-using-java,40,6290995,32,registered,Aravi S
39762960,java,False,java|stream|java-8,Java stream - Get objects of consecutive same field,3,1475130679,-1,http://stackoverflow.com/questions/39762960/java-stream-get-objects-of-consecutive-same-field,25,5430811,172,registered,Semaphor
39763353,java,True,java|eclipse|performance|ide,Execution time between two lines or a function in eclipse,1,1475131943,0,http://stackoverflow.com/questions/39763353/execution-time-between-two-lines-or-a-function-in-eclipse,30,2112296,319,registered,NamingException
39764157,java,False,java|tomcat|servlets|liferay,Setting a simple servlet in Liferay Server,0,1475134559,0,http://stackoverflow.com/questions/39764157/setting-a-simple-servlet-in-liferay-server,4,6329397,23,registered,Zerok
39763767,java,True,java|android,How to get proper written date using SimpleDateFormat in Java,2,1475133289,-5,http://stackoverflow.com/questions/39763767/how-to-get-proper-written-date-using-simpledateformat-in-java,43,2884981,1139,registered,b85411
39763847,java,True,java|date|timezone,TimeZone offset shows invalid value,2,1475133556,0,http://stackoverflow.com/questions/39763847/timezone-offset-shows-invalid-value,14,1722380,222,registered,Łukasz
39719201,java,False,java|jpa|serialization|wicket,Wicket - Serialization of persisted and non-persisted JPA entities,2,1474963089,1,http://stackoverflow.com/questions/39719201/wicket-serialization-of-persisted-and-non-persisted-jpa-entities,47,6399437,25,registered,koszek
39750898,java,True,java|android|android-viewgroup,Fatal Exception: java.lang.ArrayIndexOutOfBoundsException length=12; index=12 on samsung device 6.0.1 android version,1,1475074069,-5,http://stackoverflow.com/questions/39750898/fatal-exception-java-lang-arrayindexoutofboundsexception-length-12-index-12-on,39,2859375,190,registered,user2859375
39741225,java,True,java|math,Why sinus of 180 or 360 is not 0 using Java[resolved],3,1475049036,-2,http://stackoverflow.com/questions/39741225/why-sinus-of-180-or-360-is-not-0-using-javaresolved,57,6892206,4,registered,mayas
39763740,java,False,java|multithreading|javafx|webview|webengine,How can I make the WebView in JavaFx wait an arbitrary amount of time without hanging the app?,1,1475133221,0,http://stackoverflow.com/questions/39763740/how-can-i-make-the-webview-in-javafx-wait-an-arbitrary-amount-of-time-without-ha,8,5194911,11,registered,Ben Simms
39764097,java,False,java|json|maven|maven-plugin,Configuration override awssdk_config_override.json not found,0,1475134364,0,http://stackoverflow.com/questions/39764097/configuration-override-awssdk-config-override-json-not-found,4,2931744,57,registered,Sathish Kumar
39649292,java,True,java|jpeg|rgb|javax.imageio,ImageIO reading slightly different RGB values than other methods,3,1474580372,11,http://stackoverflow.com/questions/39649292/imageio-reading-slightly-different-rgb-values-than-other-methods,205,276093,11419,registered,matt burns
39750597,java,False,java|spring|spring-boot|spring-shell|crash-shell,How to pass arguments and options to custom remote shell command in spring boot remote shell?,0,1475073389,0,http://stackoverflow.com/questions/39750597/how-to-pass-arguments-and-options-to-custom-remote-shell-command-in-spring-boot,19,1191081,1504,registered,vishal
39762333,java,True,java|arrays|algorithm|sorting|recursion,Finding a clever pivot in a quicksort algorithm,2,1475128114,2,http://stackoverflow.com/questions/39762333/finding-a-clever-pivot-in-a-quicksort-algorithm,51,4268081,66,registered,David Rolfe
39761886,java,True,java,How to print a static method in java that takes an int as parameter and returns a double,3,1475125971,0,http://stackoverflow.com/questions/39761886/how-to-print-a-static-method-in-java-that-takes-an-int-as-parameter-and-returns,29,6897256,3,registered,P. Mangs
39763096,java,True,java|arraylist|data-structures|collections,retrive all childs from N number of levels From Collection,1,1475131104,1,http://stackoverflow.com/questions/39763096/retrive-all-childs-from-n-number-of-levels-from-collection,25,5804204,6,registered,Sajid Patel
39761973,java,False,java|android|regex|word-boundary,Regex-based linkifying not working as expected,0,1475126398,1,http://stackoverflow.com/questions/39761973/regex-based-linkifying-not-working-as-expected,34,3765646,118,registered,Mallika
39752612,java,False,java|mysql|spring|jenkins|hikaricp,Jenkins at deploy of a SpringMVC JPA webapp MySQL connections not freed HikariCP,0,1475078920,0,http://stackoverflow.com/questions/39752612/jenkins-at-deploy-of-a-springmvc-jpa-webapp-mysql-connections-not-freed-hikaricp,9,987925,670,registered,XMight
39763333,java,False,java|jdbc|progress-db,Not able to establish connection with Progress Database using JDBC,1,1475131871,0,http://stackoverflow.com/questions/39763333/not-able-to-establish-connection-with-progress-database-using-jdbc,18,4973114,4,registered,Salil Joshi
39754667,java,False,java|android,android connection httpURLConnection code 0,0,1475085894,0,http://stackoverflow.com/questions/39754667/android-connection-httpurlconnection-code-0,11,6786800,1,registered,a_ton
39754462,java,False,java|antlr|antlr4,Antlr4 Not following alternate path when second predicate fails,0,1475085156,0,http://stackoverflow.com/questions/39754462/antlr4-not-following-alternate-path-when-second-predicate-fails,12,1172972,11,registered,Shiva
39764009,java,False,java|spring|controller|servlet-filters,Forsing Spring to return status 200 on HEAD requests,0,1475134086,0,http://stackoverflow.com/questions/39764009/forsing-spring-to-return-status-200-on-head-requests,11,5708957,100,registered,ottercoder
39763894,java,False,java|hibernate|tomcat,Configuring hibernate with tomcat throws exception,1,1475133709,0,http://stackoverflow.com/questions/39763894/configuring-hibernate-with-tomcat-throws-exception,13,5281131,20,registered,Utkarsh Mittal
39754201,java,False,java,Error in reading Input from DataInputStream in java,2,1475084141,0,http://stackoverflow.com/questions/39754201/error-in-reading-input-from-datainputstream-in-java,38,6207263,57,registered,Vikas Kumar
39763087,java,True,java|methods|char,Java Call Char Method To Collect Characters Between A to W,2,1475131080,0,http://stackoverflow.com/questions/39763087/java-call-char-method-to-collect-characters-between-a-to-w,31,6846605,3,registered,Jane Done
39533145,java,True,java|jax-rs,Dynamic applicationpath,1,1474033753,2,http://stackoverflow.com/questions/39533145/dynamic-applicationpath,38,2049986,2628,registered,Jacob van Lingen
31561330,java,True,java|maven|jenkins|artifactory,maven build fails only in Jenkins - artifact {null:null:null:jar}: The groupId cannot be empty,2,1437563158,2,http://stackoverflow.com/questions/31561330/maven-build-fails-only-in-jenkins-artifact-nullnullnulljar-the-groupid-c,1793,1671538,54,registered,user1671538
39762975,java,False,java,What are custom interfaces in java?,0,1475130721,0,http://stackoverflow.com/questions/39762975/what-are-custom-interfaces-in-java,42,6897658,1,registered,Akash021995
39760021,java,False,java|eclipse,java.lang.ClassNotFoundException: oracle.jdbc.driver.OracleDriver,0,1475112856,0,http://stackoverflow.com/questions/39760021/java-lang-classnotfoundexception-oracle-jdbc-driver-oracledriver,11,5984154,1,registered,Nasif
39737202,java,False,java|tcp|raw-sockets,Can i use raw socket to write a tcp port forwarding application?,0,1475030580,-1,http://stackoverflow.com/questions/39737202/can-i-use-raw-socket-to-write-a-tcp-port-forwarding-application,29,5180335,4,registered,NguyenPhan
6724031,java,True,java|floating-point,How can a primitive float value be -0.0? What does that mean?,5,1310908666,27,http://stackoverflow.com/questions/6724031/how-can-a-primitive-float-value-be-0-0-what-does-that-mean,11632,450602,4496,registered,Jeb
39763377,java,False,java|web-applications|applet,How to convert a Java applet to a web application?,1,1475132011,-1,http://stackoverflow.com/questions/39763377/how-to-convert-a-java-applet-to-a-web-application,14,5070766,7,registered,Atiq ur rehman
39763387,java,True,java|jpa|criteria-api,How to solve this Java Warning &amp; Compilation error for JPA-CriteriaAPI?,2,1475132054,0,http://stackoverflow.com/questions/39763387/how-to-solve-this-java-warning-compilation-error-for-jpa-criteriaapi,26,767836,24,registered,Tarana
39758273,java,False,java|multithreading|derby,No current connection to Database - java.sql.SQLNonTransientConnectionException,0,1475099539,0,http://stackoverflow.com/questions/39758273/no-current-connection-to-database-java-sql-sqlnontransientconnectionexception,14,6836649,1,registered,Sarnapa
39763450,java,False,java|spring|spring-annotations|spring-el,Get values into a map using spring el,1,1475132261,1,http://stackoverflow.com/questions/39763450/get-values-into-a-map-using-spring-el,26,1878991,28,registered,Agent Smith
39763873,java,False,java|activiti|apache-tomee,Unable to deploy Activiti 6,0,1475133627,0,http://stackoverflow.com/questions/39763873/unable-to-deploy-activiti-6,10,3375016,13,registered,Yogesh
39746993,java,False,java|hibernate,Another pojo class is not creating table in database in hibernate,3,1475064352,0,http://stackoverflow.com/questions/39746993/another-pojo-class-is-not-creating-table-in-database-in-hibernate,36,6348854,5,registered,Maulin Patel
32926349,java,False,java|caching|java-web-start|jnlp,How to prevent Java Web Start application caching additional download resources,1,1443898957,1,http://stackoverflow.com/questions/32926349/how-to-prevent-java-web-start-application-caching-additional-download-resources,133,2742342,142,registered,AndrDevEK
39760142,java,True,java|swt|jface,jface swt InputDialog with multiple lines,3,1475113816,0,http://stackoverflow.com/questions/39760142/jface-swt-inputdialog-with-multiple-lines,11,1852178,143,registered,Kevin
2703161,java,True,java|ssl|httpclient,How to ignore SSL certificate errors in Apache HttpClient 4.0,20,1272081557,70,http://stackoverflow.com/questions/2703161/how-to-ignore-ssl-certificate-errors-in-apache-httpclient-4-0,133132,128028,6500,registered,Viet
39531932,java,True,java|spring|jpa|junit|transactions,Data is not saved in DB when using Transaction annotation in JUnit test,4,1474030126,6,http://stackoverflow.com/questions/39531932/data-is-not-saved-in-db-when-using-transaction-annotation-in-junit-test,170,1293060,496,registered,May12
39762990,java,True,java|junit|jboss|jms|cdi,Is there a way to use JMS in a JUnit test?,1,1475130768,0,http://stackoverflow.com/questions/39762990/is-there-a-way-to-use-jms-in-a-junit-test,16,840930,938,registered,user840930
39763052,java,False,java|windows|batch-file,Running 2 scripts at the same time monkeyrunner,1,1475130981,-1,http://stackoverflow.com/questions/39763052/running-2-scripts-at-the-same-time-monkeyrunner,11,6893941,1,registered,Виталий
39746934,java,False,java|bash|gnuplot|libraries,Symbol lookup error only when terminal opened through a java application,2,1475064219,0,http://stackoverflow.com/questions/39746934/symbol-lookup-error-only-when-terminal-opened-through-a-java-application,29,6108505,1,registered,nguvi
39763695,java,False,java|digital-signature|pfx|cac,How to sign a pdf from a CAC card certificate?,0,1475133068,0,http://stackoverflow.com/questions/39763695/how-to-sign-a-pdf-from-a-cac-card-certificate,4,6244563,1,registered,Lx980
39758841,java,False,java|android|realm,How to seed a Realm database with standard data?,1,1475103153,1,http://stackoverflow.com/questions/39758841/how-to-seed-a-realm-database-with-standard-data,18,1258094,262,registered,justinraczak
7197078,java,True,java,printf %f with only 2 numbers after the decimal point?,8,1314305876,27,http://stackoverflow.com/questions/7197078/printf-f-with-only-2-numbers-after-the-decimal-point,66050,146780,15695,registered,jmasterx
39763141,java,False,java|exec|scp|jsch,Java - JSch SCP - change Remote-Directory ( &quot;exec scp&quot; ),1,1475131265,0,http://stackoverflow.com/questions/39763141/java-jsch-scp-change-remote-directory-exec-scp,7,6155583,106,registered,Drextor
39763295,java,False,java|class,Java - Deferent between declare class and class object (class vs class),2,1475131745,-4,http://stackoverflow.com/questions/39763295/java-deferent-between-declare-class-and-class-object-class-vs-class,32,6893709,6,registered,Ali Baqeri
39762910,java,True,java|android|apache-httpclient-4.x,HttpURLConnection Throwing OutOfMemoryError,3,1475130495,0,http://stackoverflow.com/questions/39762910/httpurlconnection-throwing-outofmemoryerror,38,5292384,88,registered,Vinay Pandravada
39760484,java,False,java|swt|jface,java swt jface TreeViewer expanding from node,1,1475116565,1,http://stackoverflow.com/questions/39760484/java-swt-jface-treeviewer-expanding-from-node,5,1852178,143,registered,Kevin
2113795,java,True,java|arrays|algorithm,Quickest way to find missing number in an array of numbers,27,1264116437,53,http://stackoverflow.com/questions/2113795/quickest-way-to-find-missing-number-in-an-array-of-numbers,139297,239770,1937,registered,Thunderhashy
39763598,java,False,java|android|ios,Android and IOS how to ensure data transmission security,0,1475132726,0,http://stackoverflow.com/questions/39763598/android-and-ios-how-to-ensure-data-transmission-security,8,6739601,1,registered,stackhuige
25441514,java,True,java|spring|mongodb|spring-data-mongodb,How to find collections by its nested object&#39;s objectId in Spring Data using repository interface?,5,1408691655,4,http://stackoverflow.com/questions/25441514/how-to-find-collections-by-its-nested-objects-objectid-in-spring-data-using-rep,3454,3966838,23,registered,greg
39762965,java,True,java|html|pdf,Open link in new tab from PDF file,1,1475130688,2,http://stackoverflow.com/questions/39762965/open-link-in-new-tab-from-pdf-file,15,1919006,2202,registered,Rakesh Soni
39684840,java,False,java|hibernate|hibernate-mapping,Hibernate Mapping using xml without creating table from hibernate framework,1,1474792015,-2,http://stackoverflow.com/questions/39684840/hibernate-mapping-using-xml-without-creating-table-from-hibernate-framework,14,6633429,8,registered,Rohit
34827023,java,True,java|zookeeper|curator,How to store a list of strings in a single ZooKeeper znode using Curator,2,1452947806,0,http://stackoverflow.com/questions/34827023/how-to-store-a-list-of-strings-in-a-single-zookeeper-znode-using-curator,91,1242831,108,registered,long
39762774,java,True,java|string|groovy,Create substring breaking on the whole words,1,1475129980,0,http://stackoverflow.com/questions/39762774/create-substring-breaking-on-the-whole-words,21,1075289,3429,registered,zatziky
39740467,java,False,java|maven|tomcat|integration-testing|maven-plugin,java.lang.LinkageError: loader constraint violation: loader (instance of org/apache/catalina/loader/WebappClassLoader),1,1475046826,2,http://stackoverflow.com/questions/39740467/java-lang-linkageerror-loader-constraint-violation-loader-instance-of-org-apa,25,2931744,57,registered,Sathish Kumar
1140144,java,True,java|parsing|kml,Read and parse KML in java,6,1247776534,7,http://stackoverflow.com/questions/1140144/read-and-parse-kml-in-java,20737,11502,36,registered,Evgeny Shepelyuk
39763382,java,False,java|mysql|hibernate|exception|truncate,Hibernate Data truncated for column,0,1475132029,0,http://stackoverflow.com/questions/39763382/hibernate-data-truncated-for-column,17,6841661,3,registered,User1v0
39763212,java,False,java|audio|wav,Speed Up Playback of WAV files in Java,0,1475131503,0,http://stackoverflow.com/questions/39763212/speed-up-playback-of-wav-files-in-java,4,2832960,191,registered,Bastian Schoettle
39763315,java,False,java,I am using maven 3 to run the lapdftext application but I am getting the following error,0,1475131806,-1,http://stackoverflow.com/questions/39763315/i-am-using-maven-3-to-run-the-lapdftext-application-but-i-am-getting-the-followi,7,6897777,1,registered,arun 
39748411,java,False,java|selenium|file-upload|webdriver|sendkeys,Uploading file in Selenium using sendKeys() is not working,2,1475067853,2,http://stackoverflow.com/questions/39748411/uploading-file-in-selenium-using-sendkeys-is-not-working,38,6430579,11,registered,Ubaid Ahmed
39761407,java,False,java|timertask|threadpoolexecutor,Got exception when I try to control a ThreadPool by Timer,0,1475123275,0,http://stackoverflow.com/questions/39761407/got-exception-when-i-try-to-control-a-threadpool-by-timer,25,6897222,1,registered,Waaaagh
39740395,java,False,javascript|java|php|html|encryption,HTML form - PGP Encrypt file uploads from stream,0,1475046628,1,http://stackoverflow.com/questions/39740395/html-form-pgp-encrypt-file-uploads-from-stream,15,1155636,6,registered,Matze
39727266,java,False,java|xml|spring,spring configured beans application-context.xml,0,1474986232,0,http://stackoverflow.com/questions/39727266/spring-configured-beans-application-context-xml,30,1685405,319,registered,kandan
39717072,java,False,java|extjs,extjs combobox afterrender() called together leading to asynchronous ajax calls,1,1474956137,0,http://stackoverflow.com/questions/39717072/extjs-combobox-afterrender-called-together-leading-to-asynchronous-ajax-calls,17,5542043,6,registered,Sreekanth
39725569,java,True,java|spring|mongodb|spring-data|spring-data-mongodb,DuplicateKeyException wile bean creation Spring-data,1,1474981839,3,http://stackoverflow.com/questions/39725569/duplicatekeyexception-wile-bean-creation-spring-data,50,1640358,464,registered,Susitha Ravinda Senarath
39717842,java,False,java|scala|apache-kafka|zookeeper,Java Utility to know if Kafka broker is up/down in 9.0?,1,1474958884,0,http://stackoverflow.com/questions/39717842/java-utility-to-know-if-kafka-broker-is-up-down-in-9-0,30,2164300,326,registered,usman
2591867,java,True,java|string|stringbuilder|stringbuffer,How to Reassign value of StringBuffer?,8,1270638657,12,http://stackoverflow.com/questions/2591867/how-to-reassign-value-of-stringbuffer,13150,155725,1406,registered,Biju CD
39763222,java,False,java|ssl|iaik-jce,Auto renegotiation for SSL is not working for some of the servers ( using iaik java cryptographic service),0,1475131538,0,http://stackoverflow.com/questions/39763222/auto-renegotiation-for-ssl-is-not-working-for-some-of-the-servers-using-iaik-j,4,3489248,11,registered,Sreejith S S
37764078,java,False,java|algorithm|dijkstra,Java: Dijkstra-Algorithm Implementation,1,1465650273,1,http://stackoverflow.com/questions/37764078/java-dijkstra-algorithm-implementation,149,5665568,48,registered,Meowzen
39762844,java,True,java|list|collections,How to get top 10 records out of List (complex data type) based on categories?,2,1475130228,0,http://stackoverflow.com/questions/39762844/how-to-get-top-10-records-out-of-list-complex-data-type-based-on-categories,20,2888996,57,registered,user2888996
26124417,java,True,java|bigdata|parquet,How to convert a csv file to parquet,4,1412090329,6,http://stackoverflow.com/questions/26124417/how-to-convert-a-csv-file-to-parquet,12612,2957403,31,registered,author243
39763208,java,False,java|drools|kie|kie-workbench,Kie Workbench remove existing facts from session,0,1475131480,0,http://stackoverflow.com/questions/39763208/kie-workbench-remove-existing-facts-from-session,5,5350358,6,registered,Joydeep Gupta
39740047,java,False,java|mongodb|dbobject,Document vs. DBObject confusion while moving from java MongoDb driver 2.13 to 3.3,1,1475045676,0,http://stackoverflow.com/questions/39740047/document-vs-dbobject-confusion-while-moving-from-java-mongodb-driver-2-13-to-3,16,6787168,22,registered,Anders Bernard
39763189,java,False,java|hibernate|jta|transactionmanager|jbossts,Integration of jboss narayana jta transaction in hibernate,0,1475131419,0,http://stackoverflow.com/questions/39763189/integration-of-jboss-narayana-jta-transaction-in-hibernate,7,2484944,186,registered,S S
39760254,java,False,java|algorithm|optimization,Optimising algorithm for an operation inserting program,0,1475114777,0,http://stackoverflow.com/questions/39760254/optimising-algorithm-for-an-operation-inserting-program,23,2723850,11,registered,Seb
