question_id,language,is_answered,tags,title,answer_count,creation_date,score,link,view_count,user_id,reputation,user_type,display_name
39753528,matlab,False,matlab|python-2.7|opencv|camera-calibration|stereoscopy,Does distance from camera to calibration pattern affect calibration parameters?,1,1475081929,1,http://stackoverflow.com/questions/39753528/does-distance-from-camera-to-calibration-pattern-affect-calibration-parameters,18,6668474,6,registered,Masood Saber
39748273,matlab,True,matlab|parsing|caffe|matcaffe,how to read specific information from a .txt file in MATLAB?,2,1475067498,0,http://stackoverflow.com/questions/39748273/how-to-read-specific-information-from-a-txt-file-in-matlab,24,6726469,1,registered,user6726469
39755092,matlab,False,matlab,Divergence function in matlab,0,1475087376,-1,http://stackoverflow.com/questions/39755092/divergence-function-in-matlab,17,2600366,58,registered,user2600366
39751005,matlab,False,matlab|user-interface|callback|tags|uicontrol,Matlab: delete struct element from GUI,1,1475074395,-1,http://stackoverflow.com/questions/39751005/matlab-delete-struct-element-from-gui,11,6044230,11,registered,Stevemaster
39666726,matlab,False,image|matlab|background,"Remove optical disk image of the retina, setting the color of the optical disk as background color",0,1474652902,-4,http://stackoverflow.com/questions/39666726/remove-optical-disk-image-of-the-retina-setting-the-color-of-the-optical-disk-a,44,4949700,30,registered,Colours123
39753187,matlab,True,matlab|enums,Equivalent of enumerated type in Matlab,1,1475080800,0,http://stackoverflow.com/questions/39753187/equivalent-of-enumerated-type-in-matlab,20,5908673,33,registered,Hefaestion
39749411,matlab,False,matlab|optimization,Multistart does not produce all optimal points,1,1475070421,1,http://stackoverflow.com/questions/39749411/multistart-does-not-produce-all-optimal-points,19,5298468,62,registered,Matt T
39752884,matlab,False,matlab|matrix,Selecting data by difference between rows in a Matrix,1,1475079830,0,http://stackoverflow.com/questions/39752884/selecting-data-by-difference-between-rows-in-a-matrix,16,5309831,3,registered,Sabre
39752462,matlab,False,arrays|matlab|speech-recognition|voice-recognition|mfcc,How to perform DTW on an array of MFCC coefficients?,0,1475078507,0,http://stackoverflow.com/questions/39752462/how-to-perform-dtw-on-an-array-of-mfcc-coefficients,6,6172643,1,registered,Agasti Dukare 
32274474,matlab,True,matlab|machine-learning|gradient|linear-regression|gradient-descent,Machine learning - Linear regression using batch gradient descent,1,1440775224,3,http://stackoverflow.com/questions/32274474/machine-learning-linear-regression-using-batch-gradient-descent,874,5082661,55,registered,Sridhar Thiagarajan
39751832,matlab,True,matlab|matlab-figure,Access children of copied uipanel (Matlab),1,1475076654,1,http://stackoverflow.com/questions/39751832/access-children-of-copied-uipanel-matlab,13,6894696,8,registered,Emanrov
39746547,matlab,True,matlab|matrix|cell,MATLAB: Converting 3D matrix to cell array,1,1475063157,0,http://stackoverflow.com/questions/39746547/matlab-converting-3d-matrix-to-cell-array,17,4298049,129,registered,toygan kılı&#231;
39723942,matlab,True,arrays|matlab,Find high &amp; low peak points in cell array MATLAB,2,1474977116,0,http://stackoverflow.com/questions/39723942/find-high-low-peak-points-in-cell-array-matlab,21,5608506,32,registered,Josh Robertson
39750983,matlab,False,matlab|signal-processing|simulink,Filtering and delay compensation in Simulink model,0,1475074338,0,http://stackoverflow.com/questions/39750983/filtering-and-delay-compensation-in-simulink-model,15,2416525,136,registered,statisticalbeginner
39751416,matlab,False,matlab|optimization|integer|scheduling|linear-programming,Machine scheduling in matlab via integer linear programming,0,1475075544,0,http://stackoverflow.com/questions/39751416/machine-scheduling-in-matlab-via-integer-linear-programming,19,4509378,20,registered,Peter Lawrence
39734481,matlab,True,matlab|row|nan,Removing Rows if Nan in Matab,2,1475011169,0,http://stackoverflow.com/questions/39734481/removing-rows-if-nan-in-matab,39,4901193,13,registered,fatima55
39751220,matlab,False,matlab|simulink,more detail about How S-Functions Work,0,1475074995,-5,http://stackoverflow.com/questions/39751220/more-detail-about-how-s-functions-work,12,2630726,1,registered,user2630726
16269193,matlab,False,matlab|signal-processing|wireless,16-QAM modulation and demodulation - missing one line in the graph,1,1367192130,4,http://stackoverflow.com/questions/16269193/16-qam-modulation-and-demodulation-missing-one-line-in-the-graph,15344,1832331,21,registered,Pooja Shah
39750046,matlab,True,excel|matlab|matrix|cell,Rename a variable in the workspace through a list of names in a cell - MATLAB,1,1475071966,0,http://stackoverflow.com/questions/39750046/rename-a-variable-in-the-workspace-through-a-list-of-names-in-a-cell-matlab,18,5688199,1,registered,PeyM87
26201347,matlab,False,matlab|matrix,Reduced row echelon form of binary matrix in MatLab,1,1412501204,0,http://stackoverflow.com/questions/26201347/reduced-row-echelon-form-of-binary-matrix-in-matlab,350,3485986,91,registered,user3485986
39732101,matlab,False,matlab,Integration inside a triangle,1,1475001707,0,http://stackoverflow.com/questions/39732101/integration-inside-a-triangle,34,2600366,58,registered,user2600366
39535221,matlab,False,java|multithreading|matlab|asynchronous|synchronous,Matlab &amp; Java: Execute matlab asynchronously,1,1474039926,1,http://stackoverflow.com/questions/39535221/matlab-java-execute-matlab-asynchronously,34,3870905,72,registered,Zangdar
39749724,matlab,False,matlab|session|project,Tool to open and close a session with matlab files,0,1475071110,1,http://stackoverflow.com/questions/39749724/tool-to-open-and-close-a-session-with-matlab-files,10,2455898,21,registered,Alexis.M
39249230,matlab,True,matlab|struct,setfield is not working,2,1472645245,3,http://stackoverflow.com/questions/39249230/setfield-is-not-working,33,4420068,73,registered,kenes
39133711,matlab,False,matlab|qt|engopen,Fail to call Matlab engOpen from QT,1,1472076171,0,http://stackoverflow.com/questions/39133711/fail-to-call-matlab-engopen-from-qt,16,4696402,6,registered,Roy James
39742303,matlab,False,matlab|matlab-figure|matlab-guide,How to link listbox and radiobutton in matlab guide?,1,1475052283,0,http://stackoverflow.com/questions/39742303/how-to-link-listbox-and-radiobutton-in-matlab-guide,16,6167328,29,registered,Agata Krasoń
21830572,matlab,True,matlab|unique,How to generate unique random numbers in Matlab?,5,1392644270,3,http://stackoverflow.com/questions/21830572/how-to-generate-unique-random-numbers-in-matlab,3076,1719752,57333,registered,Milind Anantwar
39744788,matlab,False,matlab,how to use the live audio from the microphone in matlab for convolution,0,1475058284,-4,http://stackoverflow.com/questions/39744788/how-to-use-the-live-audio-from-the-microphone-in-matlab-for-convolution,16,5879002,1,registered,Tango Charlie
39740048,matlab,True,matlab|function|riemann,Self-defined zeta function never terminates,1,1475045677,1,http://stackoverflow.com/questions/39740048/self-defined-zeta-function-never-terminates,30,6154788,22,registered,Olivia
39696278,matlab,True,image|matlab|video|motion,I have a video of a man walking.I need to bring this man in middle keeping his motion intact. i.e. appears to be walking but stays at same place,2,1474872320,-1,http://stackoverflow.com/questions/39696278/i-have-a-video-of-a-man-walking-i-need-to-bring-this-man-in-middle-keeping-his-m,32,6875876,3,registered,Anuragkush
39739446,matlab,True,matlab|struct,How to do an operation on all bytes of an struct without using access any element?,2,1475043735,3,http://stackoverflow.com/questions/39739446/how-to-do-an-operation-on-all-bytes-of-an-struct-without-using-access-any-elemen,24,4400186,16,registered,user85361
39737592,matlab,True,matlab|function|optimization,how to maxima of a function in Matlab script file?,1,1475033698,0,http://stackoverflow.com/questions/39737592/how-to-maxima-of-a-function-in-matlab-script-file,20,6288303,3,registered,Sjaffry
39726355,matlab,False,matlab|matlab-figure,Generate Cylindrical Panoramas,0,1474983895,-3,http://stackoverflow.com/questions/39726355/generate-cylindrical-panoramas,8,6087985,1,registered,safia.rb
39728755,matlab,False,matlab|pivot,How can I efficiently pivot a table with replications in MATLAB from tall to wide format?,1,1474990401,1,http://stackoverflow.com/questions/39728755/how-can-i-efficiently-pivot-a-table-with-replications-in-matlab-from-tall-to-wid,23,6888231,6,registered,vkehayas
39742643,matlab,False,matlab,Issues related to SVR in MATLAB,0,1475053228,0,http://stackoverflow.com/questions/39742643/issues-related-to-svr-in-matlab,11,6892636,1,registered,abhishek hungund
39743024,matlab,False,python|matlab|python-3.x|python-sphinx,Sphinx matlab documentation error: missing module &#39;std&#39;,0,1475054218,1,http://stackoverflow.com/questions/39743024/sphinx-matlab-documentation-error-missing-module-std,13,2198731,116,registered,bonanza
39737234,matlab,False,matlab,Numerical Integration by Simpsons method,1,1475030804,2,http://stackoverflow.com/questions/39737234/numerical-integration-by-simpsons-method,25,6891139,11,registered,Mariya
39740352,matlab,True,matlab|matrix|octave|overlapping,Merger of Multiple matrices using Matlab/Octave,1,1475046514,1,http://stackoverflow.com/questions/39740352/merger-of-multiple-matrices-using-matlab-octave,24,6892059,8,registered,Moorthi
15524028,matlab,False,matlab|hough-transform,Detecting specific lines using hough transform/houghlines in matlab,1,1363783802,1,http://stackoverflow.com/questions/15524028/detecting-specific-lines-using-hough-transform-houghlines-in-matlab,6903,,,does_not_exist,user2190665
39709620,matlab,True,matlab|dynamic|matlab-figure|colorbar|colormap,Matlab colorbar indicator which dynamical change,3,1474913635,1,http://stackoverflow.com/questions/39709620/matlab-colorbar-indicator-which-dynamical-change,47,1640255,176,registered,user1640255
15132982,matlab,True,c++|matlab|machine-learning|libsvm,"How to train in Matlab a model, save it to disk, and load in C++ program?",2,1362046848,3,http://stackoverflow.com/questions/15132982/how-to-train-in-matlab-a-model-save-it-to-disk-and-load-in-c-program,2004,817452,16999,registered,Andrey Rubshtein
39716864,matlab,False,matlab|cad|solidworks,Matlab 3D volume export to CAD software,0,1474955301,2,http://stackoverflow.com/questions/39716864/matlab-3d-volume-export-to-cad-software,30,6518544,98,registered,s__C
5790318,matlab,True,matlab,Heap Memory Overflow,2,1303821009,0,http://stackoverflow.com/questions/5790318/heap-memory-overflow,3005,664428,1443,registered,Jamal Zafar
39739390,matlab,False,matlab|neural-network,how to create two hidden layer using nntool (neural network/data manager) in matlab,0,1475043559,-1,http://stackoverflow.com/questions/39739390/how-to-create-two-hidden-layer-using-nntool-neural-network-data-manager-in-mat,5,6891651,1,registered,ahmedstruct
33967672,matlab,False,matlab,&quot;Training must be numeric&quot; error while using fitNaiveBayes in matlab,1,1448684683,0,http://stackoverflow.com/questions/33967672/training-must-be-numeric-error-while-using-fitnaivebayes-in-matlab,90,730314,397,registered,QPTR
39677472,matlab,False,matlab|fft|wavelet,Morlet wavelet function in the frequency domain,0,1474727473,0,http://stackoverflow.com/questions/39677472/morlet-wavelet-function-in-the-frequency-domain,17,6874855,1,registered,ali
39737817,matlab,False,matlab|speech-recognition,How to prepare data for MSR toolkit?,0,1475035239,0,http://stackoverflow.com/questions/39737817/how-to-prepare-data-for-msr-toolkit,5,2971040,38,registered,LoveTronic
39736928,matlab,True,matlab,strcmp works for table created by {} but not [],1,1475028409,0,http://stackoverflow.com/questions/39736928/strcmp-works-for-table-created-by-but-not,23,2220174,622,registered,Joe C
39733123,matlab,False,matlab|machine-learning|perceptron,Simple perceptron doubts on matlab,0,1475005685,0,http://stackoverflow.com/questions/39733123/simple-perceptron-doubts-on-matlab,33,6888424,1,registered,Simon Restrepo
39736212,matlab,True,matlab,find min of several columns in matlab without for loop,1,1475022114,1,http://stackoverflow.com/questions/39736212/find-min-of-several-columns-in-matlab-without-for-loop,21,6342220,47,registered,LNK
39736127,matlab,False,matlab|model|channel,Multi-path shadow fading model for single beacon transmission,0,1475021446,0,http://stackoverflow.com/questions/39736127/multi-path-shadow-fading-model-for-single-beacon-transmission,4,6288303,3,registered,Sjaffry
26681941,matlab,True,c++|matlab,Most efficient way to exchange data between MATLAB and C++?,1,1414783085,2,http://stackoverflow.com/questions/26681941/most-efficient-way-to-exchange-data-between-matlab-and-c,802,4203731,44,registered,Diogo Cosin
39735190,matlab,True,matlab|3d|average|data-analysis|plane,How to create a 3D plane from a scatter of data in Matlab,1,1475014663,0,http://stackoverflow.com/questions/39735190/how-to-create-a-3d-plane-from-a-scatter-of-data-in-matlab,20,6890406,1,registered,Trey Neveux
39623001,matlab,True,python|matlab|numpy|image-processing,How can I read 10-bit Raw image? which contain RGB-IR data,1,1474479017,0,http://stackoverflow.com/questions/39623001/how-can-i-read-10-bit-raw-image-which-contain-rgb-ir-data,87,5778441,11,registered,Xavier Soria Poma xavysp
28189766,matlab,True,matlab|plot|line|value|colormap,Plot several lines with color based on a value in matlab,2,1422440617,0,http://stackoverflow.com/questions/28189766/plot-several-lines-with-color-based-on-a-value-in-matlab,910,4502415,10,registered,Mohamed Ismaiel
39733890,matlab,True,matlab,regionprops returning single result,1,1475008755,0,http://stackoverflow.com/questions/39733890/regionprops-returning-single-result,12,3446867,44,registered,user3446867
39732310,matlab,False,matlab|signal-processing,Filtering changes amplitude of accelerometer data,0,1475002479,0,http://stackoverflow.com/questions/39732310/filtering-changes-amplitude-of-accelerometer-data,16,3827266,65,registered,Michael
39728897,matlab,False,c++|c|matlab|mex,matlab have no response after calling a mex function many times,0,1474990820,1,http://stackoverflow.com/questions/39728897/matlab-have-no-response-after-calling-a-mex-function-many-times,33,6888742,11,registered,mengranlin
39730574,matlab,False,matlab,Add a few lines from a table to another table with maintaining the relationship between the rows,0,1474996093,0,http://stackoverflow.com/questions/39730574/add-a-few-lines-from-a-table-to-another-table-with-maintaining-the-relationship,16,6396875,6,registered,Sahel
39732086,matlab,False,java|jquery|eclipse|matlab|jsp,Displaying Eclipse console realtime on JSP file while a servlet loads,0,1475001672,0,http://stackoverflow.com/questions/39732086/displaying-eclipse-console-realtime-on-jsp-file-while-a-servlet-loads,15,4326513,1,registered,sagrath169
39731852,matlab,False,matlab|animation|matlab-figure,Copy of polygon created in matlab figure despite using same figure handle throughout,0,1475000827,0,http://stackoverflow.com/questions/39731852/copy-of-polygon-created-in-matlab-figure-despite-using-same-figure-handle-throug,16,6557795,38,registered,user_1_1_1
39427309,matlab,True,matlab,Computing moments with matlab,2,1473519630,-2,http://stackoverflow.com/questions/39427309/computing-moments-with-matlab,84,2600366,58,registered,user2600366
39731002,matlab,False,matlab|optimization,Maximize linear objective with nonlinear constraint,0,1474997636,0,http://stackoverflow.com/questions/39731002/maximize-linear-objective-with-nonlinear-constraint,19,5298468,62,registered,Matt T
39729520,matlab,False,matlab|matrix,Efficient method of multiplying two non-sparse matrices,2,1474992607,0,http://stackoverflow.com/questions/39729520/efficient-method-of-multiplying-two-non-sparse-matrices,34,3628402,172,registered,iLoveCamelCase
39730122,matlab,False,matlab|image-processing|image-segmentation,Removing Bright Spot and Segmenting the Gray image,1,1474994636,1,http://stackoverflow.com/questions/39730122/removing-bright-spot-and-segmenting-the-gray-image,31,6889113,6,registered,Aminul Islam
39711502,matlab,False,matlab|video,&gt;&gt; VideoReader Error using VideoReader (line 160) FILENAME must be specified,0,1474920422,-1,http://stackoverflow.com/questions/39711502/videoreader-error-using-videoreader-line-160-filename-must-be-specified,15,6824072,1,registered,abbxucy11
39727593,matlab,True,matlab|multidimensional-array,How to use logical conditions only for some dimensions in multidimensional arrays in MATLAB,1,1474987131,1,http://stackoverflow.com/questions/39727593/how-to-use-logical-conditions-only-for-some-dimensions-in-multidimensional-array,30,5328802,181,registered,Alexander Korovin
39729604,matlab,False,matlab|wolfram-mathematica,Expression Conversion from Mathematica to Matlab,0,1474992866,-2,http://stackoverflow.com/questions/39729604/expression-conversion-from-mathematica-to-matlab,20,6888996,1,registered,Ethan Gage
39729187,matlab,False,matlab|dimensionality-reduction|approximate-nn-searching,Hashing technique and database for categorical data,0,1474991647,0,http://stackoverflow.com/questions/39729187/hashing-technique-and-database-for-categorical-data,24,371406,62,registered,SKM
39722778,matlab,True,matlab,Linear interpolation inside a 3D triangle,1,1474973604,-1,http://stackoverflow.com/questions/39722778/linear-interpolation-inside-a-3d-triangle,25,2600366,58,registered,user2600366
39728815,matlab,False,java|c++|matlab|mser,pixelList in detectMSERFeature in MATLAB,0,1474990583,1,http://stackoverflow.com/questions/39728815/pixellist-in-detectmserfeature-in-matlab,12,5793863,6,registered,Ann Janu
37618200,matlab,False,matlab|simulink|simevents,Stop entity generator block then release it upon condition in SimEvents,1,1464967598,0,http://stackoverflow.com/questions/37618200/stop-entity-generator-block-then-release-it-upon-condition-in-simevents,22,1267506,13,registered,Ocean Blue
39727496,matlab,True,matlab|dialog|font-size|tex,Change font of MATLAB dialogue,2,1474986891,2,http://stackoverflow.com/questions/39727496/change-font-of-matlab-dialogue,16,1324595,718,registered,David K
39153333,matlab,True,image|matlab|image-processing|plot|projection,Interpretation of Horizontal and Vertical Summations of an Image,3,1472153382,1,http://stackoverflow.com/questions/39153333/interpretation-of-horizontal-and-vertical-summations-of-an-image,63,2908528,764,registered,Naseer Ahmed
39037587,matlab,False,matlab|simulink|timestamping|simevents,Data Logging of events along with Time using SimEvents 2016a,1,1471605034,0,http://stackoverflow.com/questions/39037587/data-logging-of-events-along-with-time-using-simevents-2016a,8,2579585,21,registered,user2579585
39715221,matlab,True,c++|matlab,Matlab complies C++ file error: fatal error C1083: Cannot open include file: &#39;stdafx.h&#39;,1,1474944304,0,http://stackoverflow.com/questions/39715221/matlab-complies-c-file-error-fatal-error-c1083-cannot-open-include-file-st,31,6807211,28,registered,jingweimo
39728077,matlab,False,matlab|graph|colors|weight,MATLAB: Plot multiple lines with different color intensity per line,0,1474988600,0,http://stackoverflow.com/questions/39728077/matlab-plot-multiple-lines-with-different-color-intensity-per-line,23,3685285,513,registered,user3685285
38663714,matlab,False,matlab|distribution|nan|frequency-distribution,How is determined the distribution of nan data in a time seri?,0,1469810510,0,http://stackoverflow.com/questions/38663714/how-is-determined-the-distribution-of-nan-data-in-a-time-seri,15,6552649,8,registered,Rita
39727525,matlab,False,matlab|matlab-figure|matlab-guide|matlab-gui,How can i pass data from multiple edit boxes having a single name in Matlab gui?,0,1474986963,-1,http://stackoverflow.com/questions/39727525/how-can-i-pass-data-from-multiple-edit-boxes-having-a-single-name-in-matlab-gui,11,6888432,1,registered,Shazzad
